category,text
non-meeting,Please return all borrowed equipment to the IT department by Friday.
non-meeting,We're implementing a new talent management system next month.
non-meeting,Your team budget report for Q1 is now available.
non-meeting,The deadline for submitting health savings account claims is approaching.
non-meeting,Reminder: Complete conflict of interest disclosure form.
non-meeting,We're implementing a new travel booking system next month.
non-meeting,Changes to the building access hours during summer months.
meeting,The regulatory compliance briefing will take place at 1 PM in the legal conference room.
non-meeting,We've added new selections to the vending machines based on your feedback.
non-meeting,We've updated our pandemic response protocols; details attached.
non-meeting,We've updated our email signature template; please update yours accordingly.
meeting,We're meeting to discuss the employee engagement initiatives at 4 PM in the workplace culture office.
non-meeting,We've launched a new employee referral program with increased bonuses.
non-meeting,Please review the updated job descriptions for your team.
meeting,We need to discuss the recent security breach at 3:30 PM in the secure briefing room.
non-meeting,We've updated our travel and entertainment expense policy.
non-meeting,Your equipment upgrade is scheduled for next Thursday morning.
meeting,The strategic planning session is scheduled for 11:30 AM Friday.
meeting,The global expansion strategy session is scheduled for 10 AM in the international growth office.
non-meeting,We've updated our social media guidelines for employees.
meeting,Your input is needed at the crisis management simulation at 1 PM tomorrow.
non-meeting,Your performance improvement plan has been successfully completed.
non-meeting,We've revised our customer complaint handling process.
meeting,The strategic initiative meeting will begin at 8:30 AM Friday.
meeting,Please join the employee engagement survey review at 11 AM in the workplace culture center.
meeting,Don't forget about the crisis management drill at 1:45 PM with all response teams.
non-meeting,Your health insurance card has arrived and is in your mailbox.
non-meeting,We're introducing a new mentoring program for junior employees.
non-meeting,The newsletter for this month is out. Take a look at the latest updates!
meeting,We're scheduling a workflow discussion meeting at 2:30 PM in the operations area.
meeting,The resource allocation meeting is set for 1 PM in the capacity planning room.
meeting,Your input is needed at the succession planning meeting at 2:30 PM tomorrow.
non-meeting,Office temperature adjustment schedule for summer months.
non-meeting,Your equipment repair has been completed. Ready for pickup.
meeting,Please prepare your department KPIs for the performance meeting at 2:30 PM tomorrow.
non-meeting,New recycling program implementation starts next week.
meeting,The international client meeting is set for 7:15 AM via video conference.
meeting,The new hire orientation meeting will begin at 9 AM in the welcome center.
non-meeting,We've updated our data privacy compliance training; completion required.
meeting,The product pricing strategy meeting will take place at 11:15 AM in the strategy room.
meeting,The UX design workshop meeting will start at 9 AM and continue until 4 PM Friday.
non-meeting,Reminder: Update your withholding information if needed.
meeting,We're having a brief meeting at 8:55 AM to discuss client concerns.
non-meeting,We're implementing a new phone system next month.
non-meeting,The office equipment inventory audit begins next Monday.
non-meeting,Please remember to properly dispose of confidential documents.
non-meeting,Changes to the bereavement leave policy announced.
non-meeting,We've renewed our corporate membership with the local fitness center.
non-meeting,The cafeteria will be closed for renovations next Monday.
meeting,We're holding an emergency quality assurance meeting at 3:15 PM in Room 305.
meeting,The annual planning retreat will begin at 8 AM at the Mountain View Resort next Friday.
meeting,Please attend the compliance update meeting at 4:30 PM Monday.
meeting,Reminder: AI governance committee meeting at 10 AM in the responsible innovation lab.
